,conteudo
6680,adriano possvel trancar disciplinas perodo caso aluno precisaria suspender semestre suspenso semestre s permitida alunos ingressantes realizada posteriori julho necessrio cumprido requisitos reprovado disciplinas est matriculado ponentes est matriculado sido reprovado faltas mdia realizada suspenso semestre voc retomar curso normalmente semestre seguinte
6681,ol helena surgiu duvida hoje optando suspenso posteriori semestre seguinte matricular ponentes cursando escolher ponentes
6682,caros programa educao tutorial curso cincia computao ufrn petccufrn oferece tutoria unidade acadmica segue link maiores informaes
6683,ol est aberta seleo monitores disciplinas rea jogos digitais participar candidatos procurar projeto monitoria inscrever entregando seguinte documentao sala b at dia currculo histrico curso aps entrega documentao ocorrer fase interessados abs
6684,comisso pr diretrio acadmico btiimd convida estudantes bacharelado tecnologia informao ufrn assembleiageral fundao diretrio acadmico btiimd assembleia ocorrer dia maro sala b h participao extrema importncia possamos eficaz representao estudantil ufrn
6685,repasse assemblia fundao data horrio incio horrio trmino instituto metrpole digital sala reunies b participantes discentes bacharelado tecnologia informao representantes dceufrn representante une pautas aprovao estatuto aprovao nome diretrio acadmico eleio eleitoral aprovao estatuto incio leitura estatuto alterao art eleitoral decidir proceder caso chapa nica mesma obter core mnimo assumir diretria contraste estatuto est aprovado presentes assembleia votos contrrios abstenes aprovao nome diretrio acadmico votao escolha nome feita voto discentes presentes nome diretrio acadmico allan turing obteve votos diretrio acadmico tecnologia informao obteve diretrio acadmico integrati obteve votos votos sendo escolhida diretrio acadmico ada lovelace eleio eleitoral voluntrios comisso eleitoral aprovados unanimidade discentes curso bacharelado tecnologia informao sendo joo marcos pereira matrcula email felipe matrcula email joo luiz miranda matrcula
6686,prezadas prezados est aberto perodo solicitao provas proficincia dispensa ponentes curriculares interessados parecer secretaria curso sala b civt requisio formal ateno solicitao dispensa estudante explicitar provar caso aplicvel considera adquirido conhecimento contedos ponente curricular possvel provantes participao cursos palestras etc dispensa ponente curricular estudante sido reprovado trancado matrcula matriculado ponente curricular ponente curricular equivalente att helena velcic maziviero
6687,ento j pago clculo alguma passei proficincia helena
6688,exato vitor permitido solicitar proficincia ponentes estudante j sido reprovado trancado
6689,inscries ficaro abertas at dia
6690,inscries at via sigaa caso problema inscrio mandar email informaes prova data horrio t sala b imd informaes entrevista data horrio aprovados prova sala imd
6691,repasso divulgao processo seletivo bolsa processo seletivo formao cadastro reserva vagas bolsista remunerado atuao atividades pesquisa desenvolvimento mtodos solues ti rea sade projeto sigsade edital est anexo tpico sigaa
6692,comisso prda bti concluiu construo estatuto entidade j disponibilizamos tpico link documento apreciao sugestes eou alteraes assembleia aprovao estatuto est prevista prxima quintafeira faltando coordenao curso divulgaremos tpico acompanhado comisso prda bti ento sintamse vontade discutir documento
6693,art fala caso apanas chapa mesma eleita dever obter metade votos apurados acho interessante proceder acontecer chapa nmero votos anco acredito poderia acrescentado eleies tantos dias teis eou eleitoral assumir provisoriamente diretoria fique inativo
6694,reunio ocorrer amanh s h sala b pautas finalizar estatuto atualizar cronograma
6695,repasse reunio continuamos construo estatuto definimos caractersticas diretoria caractersticas representantes turmas ensino tcnico crtec regras eleies comisso eleitoral processo eleitoral propaganda eleitoral votao disposies gerais disposies finais conclumos construo estatuto deliberamos assemblia fundao entidade marcada prxima semana iniciaremos divulgao segundafeira gostaramos envolvam divulgao assemblia precisamos participao fundar entidade
6696,pautas assemblia sero aprovao estatuto escolha nome entidade pretendemos khoot eleio comisso eleitoral
6697,documentos esto disponveis algum poderamos github poderia sugerir modificaes acham
6698,documento carter representativo sugestes alteraes sendo ouvidas discutidas presencialmente reunies sugestes alteraes podero feitas dia assembliageral votada aprovao j disponibilizo link documento at ento construdo reunies s disponibilizamos github avaliamos carter documento construdo presencialmente possibilitar discusso posio contraposio ideias divulgaremos documento plataformas unicao curso farei tpico especfico frum discusso sugestes
6699,anexo oportunidade bolsa pesquisa iniciao cientfica instituto feito sigaa bolsas oportunidades bolsa att helena velcic maziviero
6700,procuramos estudantes graduao excelentes perfil putao colaborar projeto rereading the mind unbiased discovery of neural correlates of behavior laboratrio neurofisiologia comportamento instituto ufrn anexo plano trabalho dispomos bolsa ic aquisio processamento anlise vdeo profundidade estudo portamento animal atividades desenvolver exceder descrito plano interesses doda candidatoa conhecimentos diretamente relevantes projeto programao c c computer vision aquisio anlise imagens solues hardware interessados contatar prof diego laplagne assunto ic search
6701,prezadas prezados discentes informo aoss interessadosas abertas matrcula extraordinria vagas seguintes disciplinas substituem antiga rpmti resoluo problemas matemticos ti matemtica elementar anlise combinatria geometria euclidiana pensamento computacional att helena velcic maziviero
6702,dia gostaria inscrever matricula extraordinria s sigaa parecer secretaria curso perodo
6703,dia victor basta matricular s sigaa deferimento acontece hora ordem chegada
6704,mateus
6705,dia primeiros dias matrcula esxtraordinria haviam poucas opes matricular aulas noite nicas disponveis h possibilidade trocar turma proceder
6706,dia igor extraordinria s trancando nico perodo permite tirar turmas nenhum prejuzo rematrcula
6707,gostaria h possibilidade matrcula extraordinria disciplinas listadas tpico acima turno manh haveria vaga turno manh
6708,matrcula extraordinria finalidade preencher vagas remanescentes turmas ofertadas perodo letivo atual perodo matrcula estendese amos matrcula regular escolha turmas est sujeita s regras regulamento cursos graduao verificao prrequisitos corequisitos matrculas ponentes equivalentes choque turmas j matriculadas vale ressaltar operao permite matrcula ponentes curriculares formam turmas permitem matrcula online prprio aluno possuem turmas vagas remanescentes anosemestre ateno particularidades matrcula extraordinria aluno adicionar matrculas possvel excluir cancelar turmas j est matriculado s possvel matricular turma exclui possibilidade ponentes curriculares mutuamente correquisitos correquisito outro viceversa salvo aluno realizar matrcula extraordinria ponentes curriculares bloco processamento matrcula ocorrer imediatamente aps confirmao escolha turma caso passe verificaes voc automaticamente matriculado turma selecionar significa voc desistir cursar ponente curricular efetue trancamento posteriormente exceto discentes regime observao desempenho caso efetivao matrcula sujeita deferimento orientador acadmico coordenador curso critrio ocupao vagas ordem chegada confirmar escolha turma passar verificaes ocupar vaga confirmar escolha turma garante matrcula efetuada aluno confirmar histrico matrcula feita existe possibilidade pequena outro aluno efetuando procedimento similar confirmado escolha mesma turma instantes ocupe vaga preenchimento vagas remanescentes ordem chegada prioridades nivelados atrasados etc reservas curso so levadas conta matrcula extraordinria repete j acontecia anteriormente pedidos extraordinrios enviados papel matrcula prazo aluno receber faltas dias aula anteriores matrcula professor j lanou frequncia
6709,helena j proficincia clculo i
6710,ol vitor inscries proficincias disciplinas so semestre sero abertas
6711,j aprovado rpmti fico impedido cursar alguma matemtica elementar
6712,pensamento computacional q dizendo pritpptp
6713,helena existe previso abertura vagas imd prticas leitura ingls j proficincia disciplina
6714,ol joelson vi trs turmas pli vagas disponveis
6715,pesquiso turma matricula extraordinria vejo tmb muitas vagas disponveis vou pesquisar matricula extraordinria disciplina aparece matricula psmesmo buscando cdigo ponente
6716,joelson coordenador acabou habilitar vagas consegue matrcula
6717,dia soube professores alunos dificuldades chegar aulas poderiam trocar turma pra horrios problema horrios nibus moro so espaados chegando atrasado gostaria mudana turma atravs matrcula extraordinria preciso falar secretaria curso
6718,victor infelizmente s possvel atravs matrcula extraordinria encerrou sbado voc precisaria trancar matrcula turma atual ento matricularse
